match_uid,replay_id,gamemode
4892110_1738302402_324_11001_10,10286223038,competitive
4890970_1738524361_26_11001_10,10505626584,competitive
4890976_1738525723_288_11001_10,10489226727,competitive
4890718_1738523164_1230_11001_10,10308734512,competitive
6714208_1738527449_105_11001_10,10932321504,competitive
4890699_1738528275_568_11001_10,10187624386,competitive
6714007_1738521741_124_11001_10,10175224036,competitive
6713915_1738519574_149_11001_10,10953220329,competitive
6713899_1738301504_1101_11001_10,10740622587,competitive
4891102_1738298905_60_11001_10,10649920275,competitive
6714430_1738293382_290_11001_10,10391021251,competitive
4891173_1738297443_793_11001_10,10995619066,competitive
4891200_1738296141_747_11001_10,10259816135,competitive
6712144_1738692047_11_11001_50,5080838543,competitive
6714172_1738550596_612_11001_10,10881725028,competitive
4891606_1738300201_134_11001_10,10135121784,competitive
6714386_1738549298_178_11001_10,10537620959,competitive
4892620_1738290759_50_11001_10,10310518104,competitive
6714429_1738547972_121_11001_10,10660928588,competitive
6711811_1738684822_100_11001_50,5018219285,competitive
4890925_1738551979_111_11001_10,10526720673,competitive
6711443_1738682452_331_11001_50,50438811293,quick-play
4890631_1738292282_167_11001_10,10360423122,competitive
6711315_1738686198_116_11001_50,5078046297,competitive
6711522_1738683788_615_11001_50,5091008230,quick-play
6711498_1738000710_23_11001_50,50875211185,competitive
4890966_1738545845_713_11001_10,10902827428,competitive
6711379_1738001496_991_11001_50,5088657107,competitive
6711576_1738683299_428_11001_50,5094869741,quick-play
6711892_1738002558_265_11001_50,5042278576,competitive
6711396_1738687523_94_11001_50,5089758278,competitive
4892613_1738288863_4_11001_10,10916817522,competitive
4890945_1738617154_579_11001_10,10324528951,competitive
4892081_1738470308_25_11001_10,10398020497,competitive
4892081_1738295038_245_11001_10,10562619580,competitive
4891187_1738468964_552_11001_10,10185014805,competitive
6713651_1738689720_65_11001_10,10188825909,competitive
6713355_1738544373_97_11001_10,10771225105,competitive
4890764_1738467909_973_11001_10,10519431624,competitive
4890675_1738464986_54_11001_10,10472521395,competitive
6714296_1738459561_77_11001_10,10402922813,competitive
4891179_1738462973_568_11001_10,10456119355,competitive
6714215_1738460987_210_11001_10,10842017724,competitive
6712135_1737998371_27_11001_50,5023158212,competitive
6713574_1738686877_128_11001_10,10880121052,competitive
6713403_1738691091_146_11001_10,10825534030,competitive
5664864_1737999787_940_11001_50,50968411161,competitive
6697014_1738684332_206_11001_10,10629719654,competitive
6713597_1738693662_249_11001_10,10502521188,competitive
4890696_1738677907_523_11001_10,10797122989,competitive
6713509_1738679086_54_11001_10,10399721801,competitive
4860133_1738682918_85_11001_30,3010556102,competitive
6711842_1737996990_189_11001_50,5036549210,competitive
6711423_1737994247_86_11001_50,5011688412,competitive
4860085_1738669593_69_11001_30,3064033356,competitive
6711963_1737995645_13_11001_50,5011405186,competitive
4860083_1738676642_74_11001_30,3048334271,competitive
6713537_1737992174_230_11001_10,10704720936,competitive
6711413_1737991345_131_11001_50,50175612712,competitive
4891315_1738663386_1146_11001_10,10685824063,competitive
5168404_1738667063_47_11001_30,3046896909,competitive
4891604_1738648296_335_11001_10,10164519311,competitive
6714064_1738639405_158_11001_10,10887422082,competitive
6697101_1738638200_79_11001_10,10510824379,competitive
6697259_1738646422_253_11001_10,10894622416,competitive
6711450_1738658813_17_11001_50,5030136283,competitive
6713988_1738637064_186_11001_10,10372322980,competitive
6711475_1738666109_99_11001_50,5015097288,competitive
6711454_1738660244_33_11001_50,50697116627,competitive
6712156_1738657322_1263_11001_50,50649210677,competitive
6711526_1738664507_27_11001_50,50649210887,competitive
6712040_1738637258_571_11001_50,5021577485,competitive
6711310_1738638600_34_11001_50,5067329572,competitive
6712061_1738643258_684_11001_50,50926811567,competitive
6712003_1738641031_874_11001_50,50439911869,competitive
6711314_1738655645_119_11001_50,50507910746,competitive
6712157_1738635142_530_11001_50,5017259432,competitive
6711408_1738630725_484_11001_50,5032115929,competitive
6711894_1738628085_714_11001_50,50645615444,competitive
6711818_1738633733_303_11001_50,50518210209,competitive
6711323_1738632301_766_11001_50,5098179861,competitive
6711359_1738625876_127_11001_50,5054979255,competitive
6713306_1738624305_2336_11001_50,5070698658,competitive
6711679_1738626763_936_11001_50,50953711018,competitive
4859910_1738672046_475_11001_30,3067013052,custom
4860094_1738669545_55_11001_30,3032577688,custom
4860088_1738666997_323_11001_30,3064033093,custom
4860056_1738670435_14_11001_30,3068706822,custom
4859932_1738668340_477_11001_30,3075654463,custom
4874264_1738505229_411_11001_30,3028612833,quick-play
4860091_1738673205_81_11001_30,3091586081,custom
4860087_1738505214_4661_11001_30,3077085413,arcade
4874283_1738498851_155_11001_30,3090423605,custom
4890672_1738008059_122_11001_10,10621915625,competitive
6714009_1738016137_218_11001_10,10866920605,competitive
4891710_1737967102_703_11001_10,10504221429,competitive
6714402_1737963866_613_11001_10,10150320816,competitive
4891708_1737962348_673_11001_10,10535416359,competitive
4892143_1737961325_266_11001_10,10645522858,competitive
4874316_1738497614_267_11001_30,3041543384,custom
6714262_1737969173_1058_11001_10,10184223478,competitive
6714205_1737965759_1118_11001_10,10119117086,competitive
4874487_1738494229_782_11001_30,3098691644,custom
6713392_1738012984_97_11001_10,10296514027,competitive
6696962_1737964496_1173_11001_10,10522017682,competitive
4874399_1738495900_193_11001_30,3067615316,custom
6714193_1738483215_874_11001_10,10127419814,competitive
6714107_1738484416_1416_11001_10,10425230520,competitive
4891382_1738488475_1116_11001_10,10524634612,competitive
4891278_1738486563_732_11001_10,10166923817,competitive
6714557_1738482405_543_11001_10,10339224034,competitive
4890939_1738485148_1331_11001_10,10976928219,competitive
4891105_1738635959_680_11001_10,10679024236,custom
4892100_1737949474_87_11001_10,10258818202,competitive
6714601_1737959159_486_11001_10,10116720432,competitive
4890908_1737942956_294_11001_10,10433119690,competitive
6714361_1737955826_734_11001_10,10536825536,competitive
6714378_1738641676_533_11001_10,10414724767,competitive
6697227_1737951871_507_11001_10,10616224550,competitive
6714843_1737950346_169_11001_10,10871321901,competitive
6697102_1737958083_176_11001_10,10508821314,competitive
6713405_1738644213_356_11001_10,10863814414,competitive
4890758_1737941188_504_11001_10,10979420709,competitive
4890685_1738636871_1161_11001_10,10616227091,custom
6713607_1738479315_1564_11001_10,10250018275,competitive
4890901_1738633425_719_11001_10,10590824147,custom
4890642_1737953978_800_11001_10,10807815742,competitive
4892055_1738632113_49_11001_10,10906721597,custom
4891516_1737957139_1140_11001_10,10206916808,competitive
4890923_1738634941_919_11001_10,10213918339,custom
4891329_1738634267_30_11001_10,10894024065,custom
6714368_1738480627_260_11001_10,10979620279,competitive
4891487_1738631421_236_11001_10,10715228669,custom
4891196_1738621458_158_11001_10,10332017733,competitive
4890668_1738627644_453_11001_10,10696521525,competitive
4891182_1738630527_127_11001_10,10110028668,competitive
4890650_1738628714_104_11001_10,10220526509,competitive
4890656_1738622932_104_11001_10,10267116120,competitive
4890923_1738633668_885_11001_10,10582322571,competitive
4891107_1738631735_478_11001_10,10245130856,competitive
4890651_1738629829_432_11001_10,10703520341,competitive
6713406_1738544297_1659_11001_10,10747222999,arcade
4891119_1738460335_335_11001_10,10885627761,competitive
4891203_1738627459_281_11001_10,10777224029,competitive
4891076_1738449082_3094_11001_10,10537422498,arcade
6713360_1738540600_495_11001_10,10942524988,arcade
6713617_1738622607_2_11001_10,10958928604,competitive
4890857_1738624690_42_11001_10,10665735377,competitive
6713866_1738459201_47_11001_10,10159917345,competitive
4891035_1738458414_249_11001_10,10852520413,competitive
6713865_1738443558_138_11001_10,10709720935,competitive
4891314_1738626382_140_11001_10,10255322881,competitive
6713942_1738623767_237_11001_10,10944018798,competitive
6711412_1738692361_714_11001_50,5080957419,custom
6714026_1738442663_91_11001_10,10133825008,competitive
6712004_1738690788_98_11001_50,5054127793,custom
6711710_1738682602_182_11001_50,5079968986,competitive
6713285_1738619896_241_11001_50,50116411786,competitive
6711740_1738683946_164_11001_50,5057978001,competitive
6711640_1738621343_327_11001_50,50174510062,competitive
4890706_1738441744_146_11001_10,10683121421,competitive
4890680_1738621802_570_11001_10,10226419330,competitive
4891077_1738620542_320_11001_10,10775519192,competitive
6712159_1738615044_157_11001_50,5023987725,competitive
6714186_1738364857_271_11001_10,10552220058,custom
6713500_1738367286_444_11001_10,10900227867,custom
6714265_1738369345_317_11001_10,10741520551,custom
6711399_1738613415_382_11001_50,5055647349,competitive
6713313_1738618078_89_11001_50,50903111524,competitive
6697015_1738267764_87_11001_10,10818424595,competitive
6713765_1738272261_433_11001_10,10889023608,competitive
6713422_1738619890_476_11001_10,10615018805,competitive
6712011_1738617312_126_11001_50,5091566833,competitive
6711333_1738612010_442_11001_50,5067719761,competitive
6711477_1738611703_628_11001_50,50116410464,competitive
4890803_1738274696_143_11001_10,10710224556,competitive
6713766_1738365866_617_11001_10,10793821792,custom
4891151_1738271614_102_11001_10,10725624295,competitive
6712158_1738622714_359_11001_50,5074256257,competitive
6712047_1738615372_272_11001_50,50714813170,competitive
5664826_1738606178_132_11001_50,5087868201,custom
6711874_1738609577_75_11001_50,50907014171,competitive
6711881_1738619060_401_11001_50,5093056458,competitive
6713683_1738635822_1019_11001_10,10416926892,competitive
6713695_1738370268_660_11001_10,10968327471,custom
6711887_1738610521_256_11001_50,50445010046,competitive
6711345_1738594254_770_11001_50,50891410147,competitive
6711399_1738608375_248_11001_50,5044258784,competitive
6711880_1738607759_179_11001_50,50634914114,competitive
4891623_1738639442_326_11001_10,10266720955,competitive
6715360_1738121451_159_11001_10,10538129517,competitive
5664778_1738606889_217_11001_50,50229410442,custom
6713743_1738123182_1081_11001_10,10750024728,competitive
6711448_1738616675_162_11001_50,5039676630,competitive
6713944_1738117891_285_11001_10,10365321488,quick-play
6712158_1738613027_116_11001_50,50758912613,competitive
4891434_1738119243_444_11001_10,10511326855,competitive
6697061_1738126148_125_11001_10,10978320746,competitive
4892146_1738124642_271_11001_10,10611822913,competitive
6713783_1738269792_105_11001_10,10974018021,competitive
6712185_1738620291_198_11001_50,5050619397,competitive
6714430_1738120582_348_11001_10,10718716828,competitive
6714400_1737978253_1027_11001_10,10870220957,competitive
6713899_1738390659_1070_11001_10,10918732464,competitive
6713680_1738118594_93_11001_10,10901727405,competitive
6711427_1738595479_452_11001_50,5057066520,competitive
4890728_1738219254_151_11001_10,10659619516,competitive
6713418_1738266848_318_11001_10,10821624053,competitive
6712041_1738607038_76_11001_50,5063687275,competitive
4891685_1738633254_166_11001_10,10577922802,competitive
6711539_1738592798_360_11001_50,5082395814,competitive
4890676_1737979648_444_11001_10,10138526827,competitive
6711409_1738591619_73_11001_50,50284110465,competitive
6711399_1738605655_173_11001_50,50571910612,competitive
6711321_1738590445_26_11001_50,5024857989,competitive
4891319_1738393449_639_11001_10,10918321353,competitive
6711618_1738529423_1020_11001_50,5071858874,competitive
6711464_1738527931_561_11001_50,50629613075,competitive
6711924_1738525290_18_11001_50,50522110602,competitive
6711375_1738526569_15_11001_50,50838410992,competitive
6711408_1738523284_134_11001_50,5081597620,competitive
6711886_1738524494_862_11001_50,5016122332,competitive
6713347_1738639540_279_11001_10,10696227747,competitive
6697174_1738053099_600_11001_10,10503718230,competitive
4891235_1738641660_28_11001_10,10909122653,competitive
6697208_1738638060_429_11001_10,10372131962,competitive
6714206_1738051631_465_11001_10,10828622920,competitive
4891080_1738635023_296_11001_10,10504422916,competitive
4891729_1738636571_27_11001_10,10863031376,competitive
6714399_1738050541_778_11001_10,10319626201,competitive
6714315_1738049290_452_11001_10,10791112678,competitive
4891074_1738047626_1032_11001_10,10965524554,competitive
6713666_1738565593_731_11001_10,10491317505,competitive
6713723_1738529849_601_11001_10,10707128153,competitive
6714187_1738527956_110_11001_10,10959920566,competitive
6713907_1738566814_714_11001_10,10582321294,competitive
6713775_1738375386_720_11001_10,10146915139,custom
6714011_1738376534_243_11001_10,10316122321,custom
6713585_1738371213_203_11001_10,10975227128,custom
6713857_1738369259_756_11001_10,10965720293,custom
6713498_1738366973_108_11001_10,10281924377,custom
6714527_1738370271_220_11001_10,10567324646,custom
4890851_1738040094_244_11001_10,10802516321,competitive
4890922_1738044522_252_11001_10,10924321217,competitive
6697332_1738046158_142_11001_10,10378914669,competitive
6697329_1738042251_384_11001_10,10897323176,competitive
4891053_1738038082_967_11001_10,10871926163,competitive
6713424_1738041216_726_11001_10,10792828346,competitive
4891152_1738039052_983_11001_10,10434322113,competitive
6697132_1738043216_162_11001_10,10132315672,competitive
4890978_1738036920_873_11001_10,10187320830,competitive
4890808_1738288821_664_11001_10,10821324317,custom
4890783_1738290233_248_11001_10,10766823378,custom
4891437_1738288044_367_11001_10,10312228910,custom
4890651_1738645374_43_11001_10,10779123185,competitive
4891138_1738633696_566_11001_10,10118822710,custom
6714204_1738365162_240_11001_10,10284918399,custom
4891772_1738631040_152_11001_10,10639219198,arcade
4891163_1738286914_516_11001_10,10155422708,custom
4890932_1738625000_31_11001_10,10665735799,competitive
4892037_1738635132_119_11001_10,10396622362,custom
6714515_1738285935_121_11001_10,10380218706,custom
4891774_1738647787_415_11001_10,10816221404,competitive
4891648_1738632281_189_11001_10,10622326599,custom
6714389_1738631469_176_11001_10,10384218712,arcade
6714368_1738279737_37_11001_10,10623422672,competitive
6697259_1738644086_199_11001_10,10845223076,competitive
6711740_1738678634_65_11001_50,5048148906,competitive
6711354_1738676323_329_11001_50,5042519798,competitive
4891753_1738633030_111_11001_10,10650118405,custom
5664922_1738679915_836_11001_50,50941711270,competitive
6711613_1738672518_21_11001_50,50849410510,competitive
6711310_1738601468_59_11001_50,5082538039,competitive
6711477_1738610697_595_11001_50,5096539560,competitive
6711403_1738662867_39_11001_50,50597216348,competitive
4890955_1738668306_614_11001_10,10638919136,competitive
6711573_1738595547_60_11001_50,5086403807,competitive
6711342_1738551195_26_11001_50,5031047200,competitive
6711551_1738675472_173_11001_50,5073017333,competitive
6711556_1738599561_553_11001_50,5042066512,competitive
6711345_1738596792_845_11001_50,5084717468,competitive
6711410_1738673940_83_11001_50,50133512610,competitive
6711332_1738602877_65_11001_50,5010246207,competitive
6711369_1738671175_461_11001_50,5033718179,competitive
6711366_1738549889_225_11001_50,5067847474,competitive
5664835_1738631853_357_11001_50,50214511236,competitive
5664826_1738677548_275_11001_50,50823211192,competitive
6711493_1738598176_539_11001_50,5031157472,competitive
6711582_1738183986_1027_11001_50,50727315695,custom
4890707_1738545090_726_11001_10,10141317309,competitive
6711855_1738183034_194_11001_50,5045605811,custom
4891587_1738624012_1_11001_10,10812730683,competitive
4892056_1738654420_749_11001_10,10386630823,competitive
6711382_1738180159_884_11001_50,5037146351,custom
6711668_1738179327_213_11001_50,5060166705,custom
6715385_1738148267_686_11001_10,10906316292,competitive
6713549_1738447876_769_11001_10,10903524905,competitive
4892107_1738152297_877_11001_10,10874018229,competitive
4892089_1738149860_938_11001_10,10917616218,competitive
6711363_1738181616_589_11001_50,50952411512,custom
4891159_1738661982_1322_11001_10,10790925618,competitive
6714081_1738448735_377_11001_10,10775015981,competitive
4891539_1738379053_59_11001_10,10764021217,competitive
6713408_1738147408_52_11001_10,10749920257,competitive
6711412_1738659640_63_11001_50,5043209057,competitive
6712027_1738177857_36_11001_50,50925010862,custom
6711868_1738548454_554_11001_50,5091717121,competitive
6711390_1738545350_1639_11001_50,5041656905,competitive
6713303_1738546679_450_11001_50,5099273243,competitive
4891026_1738542876_228_11001_10,10702220425,custom
4890726_1738377861_711_11001_10,10953622660,competitive
6711424_1738578530_196_11001_50,5019659630,practice-vs-ai
6714013_1738375862_358_11001_10,10853818743,competitive
6711920_1738543941_1020_11001_50,50808110819,competitive
6713488_1738623275_418_11001_10,10479623315,competitive
6713626_1738143965_743_11001_10,10242024818,competitive
6711763_1738606938_633_11001_50,5014789548,arcade
4890810_1738540318_132_11001_10,10434022112,custom
6711311_1738590984_284_11001_50,5082395706,competitive
6711319_1738667761_91_11001_50,5019719820,quick-play
6713313_1738628815_366_11001_50,50166413410,competitive
4890870_1738541648_692_11001_10,10421329798,custom
6711479_1738538301_124_11001_50,5033538660,custom
6711472_1738577997_112_11001_50,50227310680,practice-vs-ai
6711338_1738622935_2099_11001_50,50351011881,quick-play
6711578_1738592268_303_11001_50,50489213119,competitive
6714539_1738146210_789_11001_10,10104623388,competitive
6711456_1738668545_299_11001_50,5027719398,quick-play
6711836_1738624424_574_11001_50,50814412540,quick-play
6713365_1738089905_254_11001_10,10775916510,competitive
6711565_1738537686_568_11001_50,5057279977,custom
6711401_1738536613_59_11001_50,5077428394,custom
6711770_1738535869_543_11001_50,5072836113,custom
6713378_1738088962_36_11001_10,10931223997,competitive
4859920_1738686634_744_11001_30,3035392104,quick-play
4860001_1738686019_1081_11001_30,3049082178,quick-play
4874354_1738684634_392_11001_30,3085155466,quick-play
4860134_1738685324_165_11001_30,3045684850,quick-play
4874290_1738684071_359_11001_30,3061854543,quick-play
5664879_1738533852_609_11001_50,5060389679,arcade
6713352_1738580764_213_11001_10,10424123821,competitive
6713450_1738587610_61_11001_10,10107025923,competitive
4891099_1738583816_1315_11001_10,10755219002,competitive
6711586_1738422253_505_11001_50,50472510911,competitive
6712130_1738532743_582_11001_50,50688212337,quick-play
4874257_1738683301_75_11001_30,3011683165,quick-play
6712029_1738424810_250_11001_50,5085086700,competitive
6714391_1738582234_779_11001_10,10804024636,competitive
6711825_1738426543_77_11001_50,50355114180,competitive
6711441_1738421001_54_11001_50,50321914818,competitive
6713394_1738248632_424_11001_10,10436722154,competitive
6713371_1738245167_42_11001_10,10197525590,competitive
4890752_1738246741_41_11001_10,10187221993,competitive
6713403_1738240154_105_11001_10,10910719430,competitive
6711619_1738363894_328_11001_50,5022128110,competitive
6714200_1738242288_1094_11001_10,10214228090,competitive
4892113_1738236689_1074_11001_10,10568324703,competitive
6713432_1738243960_155_11001_10,10376420484,competitive
4890628_1738237770_245_11001_10,10197525746,competitive
4890697_1738578965_1397_11001_10,10162123768,competitive
4890672_1738572881_110_11001_10,10631521210,competitive
4891474_1738577324_1097_11001_10,10785023657,competitive
6713394_1738239292_150_11001_10,10658322351,competitive
6711965_1738365233_136_11001_50,50872411930,competitive
6714107_1738574156_1540_11001_10,10532821306,competitive
4891415_1738235209_1177_11001_10,10218623195,competitive
4890970_1738576079_369_11001_10,10545824957,competitive
4892036_1738570666_480_11001_10,10130423291,competitive
6713402_1738233950_5_11001_10,10965719728,competitive
4892635_1738232585_934_11001_10,10918917720,competitive
6714200_1738229825_859_11001_10,10375926601,competitive
4890733_1738228678_1358_11001_10,10674325406,competitive
4891510_1738224746_880_11001_10,10161523881,competitive
6713563_1738231225_774_11001_10,10481820851,competitive
6711927_1738508308_308_11001_50,5067846311,competitive
6711357_1738498166_139_11001_50,50238211885,competitive
4890801_1738223335_1363_11001_10,10145125488,competitive
6711557_1738499101_291_11001_50,5085606549,competitive
6711557_1738502646_366_11001_50,5027849473,competitive
6711357_1738501500_259_11001_50,5014586709,competitive
6711898_1738496898_36_11001_50,5066196981,competitive
6711613_1738500571_16_11001_50,5082235979,competitive
4892666_1738227055_2344_11001_10,10867119205,competitive
6711904_1738496147_6_11001_50,5029459906,competitive
6712149_1738503940_38_11001_50,5096403626,competitive
4890635_1738221985_42_11001_10,10768926597,competitive
6711863_1738495239_79_11001_50,50361412870,competitive
4890704_1738226016_6_11001_10,10796721646,competitive
6711311_1738491671_166_11001_50,50863012115,competitive
6711315_1738493839_188_11001_50,5029459716,competitive
6711783_1738361680_320_11001_50,50709610478,competitive
6711502_1738359988_313_11001_50,5037615008,competitive
6711499_1737585303_624_11001_50,50217310664,competitive
6711665_1738489730_10_11001_50,50955814643,competitive
6711464_1738313588_58_11001_50,5090187466,competitive
6711431_1738317848_185_11001_50,5034019435,competitive
6711497_1738356767_221_11001_50,50171011760,competitive
6711444_1738357954_149_11001_50,5026962666,competitive
5664890_1738314864_275_11001_50,5052626647,competitive
6711396_1738355778_178_11001_50,5023747965,competitive
6711323_1738354638_1076_11001_50,5079317363,competitive
6711594_1738316475_23_11001_50,5013907125,competitive
6711542_1738351044_73_11001_50,50733013363,competitive
6711688_1738358842_843_11001_50,5049519940,competitive
6711790_1738352160_694_11001_50,5015746607,competitive
6711784_1738353250_623_11001_50,5085359618,competitive
4890993_1738445025_561_11001_10,10330922957,competitive
4891308_1738452063_417_11001_10,10372618530,competitive
4890640_1738347997_328_11001_10,10901316112,competitive
4891210_1738634419_425_11001_10,10654332295,competitive
4891683_1738636028_196_11001_10,10335322848,competitive
4890731_1738447866_207_11001_10,10285016008,competitive
4891105_1738449363_474_11001_10,10503623894,competitive
4891604_1738659911_562_11001_10,10994529513,competitive
4891751_1738655925_661_11001_10,10386630959,competitive
4891010_1738346711_54_11001_10,10977819839,competitive
4891158_1738651133_848_11001_10,10488920382,competitive
4890634_1738654727_214_11001_10,10633226472,competitive
4890817_1738345049_221_11001_10,10729221298,competitive
6714262_1738653448_419_11001_10,10463227846,competitive
4891275_1738641937_637_11001_10,10609018735,competitive
4892087_1738649730_412_11001_10,10959414555,competitive
6711568_1738349842_36_11001_50,50351610441,competitive
4890949_1738343003_7_11001_10,10288721529,competitive
6711688_1738347986_614_11001_50,5088329447,competitive
4890677_1738341585_2_11001_10,10885819777,competitive
4891450_1738647905_207_11001_10,10283230910,competitive
6711583_1738275207_43_11001_50,50759113251,competitive
6711609_1738276477_1102_11001_50,5055769108,competitive
4890650_1738638738_343_11001_10,10776920788,competitive
4892072_1738637724_266_11001_10,10263919685,custom
6713810_1738564737_1116_11001_10,10833025222,competitive
4891200_1738278848_215_11001_10,10833023777,competitive
4890724_1738275896_442_11001_10,10428218680,competitive
4891000_1738260523_11_11001_10,10908518980,competitive
4890822_1738561531_639_11001_10,10740125161,competitive
4890701_1738283622_142_11001_10,10515719530,competitive
4891079_1738282524_525_11001_10,10955221786,competitive
4890656_1738562646_29_11001_10,10820123488,competitive
6713614_1738635424_457_11001_10,10755220857,custom
4890701_1738258356_28_11001_10,10986818075,competitive
4890834_1738485181_307_11001_10,10785124028,competitive
4890783_1738259257_308_11001_10,10968620940,competitive
4892099_1738491058_398_11001_10,10566528046,competitive
4891503_1738487803_354_11001_10,10842018204,competitive
4891307_1738636409_374_11001_10,10128727882,custom
4891732_1738489629_932_11001_10,10302318436,competitive
6713895_1738482369_856_11001_10,10227719723,competitive
6711849_1738688347_189_11001_50,5089758077,competitive
4891378_1738483689_561_11001_10,10289717170,competitive
6711609_1738618770_1367_11001_50,50495610581,quick-play
6711684_1738683004_27_11001_50,5080116334,competitive
6712062_1738617500_236_11001_50,5016289943,competitive
6711825_1738687678_183_11001_50,5059196400,competitive
6711751_1738681369_101_11001_50,5067318466,competitive
4891471_1738486385_483_11001_10,10895619297,competitive
4891167_1738479315_652_11001_10,10373126461,competitive
6711599_1738613354_863_11001_50,50875911619,competitive
6712036_1738614348_278_11001_50,5040907642,competitive
6711874_1738612637_168_11001_50,5037177255,competitive
6711584_1738436112_199_11001_50,5063788028,competitive
6711847_1738607974_332_11001_50,5084407592,competitive
6711808_1738437072_746_11001_50,50996811718,competitive
6712162_1738439302_157_11001_50,5064108511,competitive
6714035_1738477315_538_11001_10,10357020766,competitive
4891733_1738473550_355_11001_10,10822425187,competitive
4891470_1738474623_276_11001_10,10294821587,competitive
6711879_1738606626_189_11001_50,50652511228,competitive
6711372_1738604294_631_11001_50,50500911690,competitive
4891589_1738382509_353_11001_10,10725526747,competitive
6714183_1738377617_202_11001_10,10660519577,competitive
4891357_1738309704_403_11001_10,10548730573,competitive
4891106_1738306700_642_11001_10,10351117351,competitive
4890975_1738312320_440_11001_10,10565220431,competitive
4891637_1738311209_1021_11001_10,10543922942,competitive
4891036_1738308088_320_11001_10,10710013057,competitive
6714540_1738380616_204_11001_10,10845518071,competitive
6713460_1738297404_146_11001_10,10995619031,competitive
6713995_1738298321_260_11001_10,10161914991,competitive
4891148_1738222731_338_11001_10,10784125465,competitive
4890773_1738221778_483_11001_10,10805923942,competitive
6711584_1738279295_839_11001_50,50624010661,competitive
6714116_1738569022_1387_11001_10,10862513067,competitive
6712025_1738522156_643_11001_50,5065277526,custom
4891400_1738576611_1923_11001_10,10225118224,competitive
4860247_1738258255_423_11001_30,3065174488,competitive
4860099_1738259557_193_11001_30,3047406609,competitive
6713857_1738566026_609_11001_10,10125617702,competitive
6713806_1738650163_292_11001_10,10959414529,competitive
4874348_1738249548_3542_11001_30,3017435044,arcade
4891580_1738570375_1149_11001_10,10836524421,competitive
6711447_1738273613_84_11001_50,5076648649,competitive
4860144_1738262681_219_11001_30,3068894605,competitive
6711915_1738267596_423_11001_50,5060858328,competitive
4890964_1738540290_947_11001_10,10946218640,quick-play
5664902_1738270277_104_11001_50,50334211839,competitive
6711800_1738525849_42_11001_50,5074885741,competitive
4860070_1737991650_233_11001_30,3012983696,competitive
6711406_1738276165_15_11001_50,5045358309,competitive
6711514_1738520011_77_11001_50,5097736071,custom
6711436_1738277817_86_11001_50,5017897646,competitive
4892073_1738563131_365_11001_10,10621026498,competitive
6713341_1738527305_430_11001_50,50452911575,competitive
4860107_1738261359_244_11001_30,3072212322,competitive
6711315_1738518092_775_11001_50,5016367898,custom
4874406_1738160595_105_11001_30,3086395173,competitive
4860066_1738263949_314_11001_30,3075672836,competitive
6711388_1738280782_451_11001_50,5091529118,competitive
6712004_1738274798_317_11001_50,5055229211,competitive
4891187_1738647396_568_11001_10,10441623181,competitive
6711490_1738268903_9_11001_50,5064615655,competitive
4891585_1738574408_735_11001_10,10268723357,competitive
4891300_1738493862_1179_11001_10,10250822805,competitive
4891585_1738493078_923_11001_10,10272017913,competitive
6712137_1738271680_207_11001_50,5038428980,competitive
4890807_1738564331_132_11001_10,10695728890,competitive
4890744_1738532893_118_11001_10,10540330496,competitive
6712163_1738521049_397_11001_50,5011668741,custom
4891519_1738495196_1082_11001_10,10266518201,competitive
4890637_1738534473_946_11001_10,10983517364,competitive
6711327_1738528263_521_11001_50,5037228367,competitive
4859917_1738257351_57_11001_30,3047406394,competitive
4891544_1738535853_144_11001_10,10483717513,competitive
4891585_1738562360_460_11001_10,10503221967,competitive
4890981_1738531427_290_11001_10,10207426273,arcade
4890684_1738539840_657_11001_10,10356527794,quick-play
4891393_1738496174_1669_11001_10,10333827431,competitive
6711747_1738524569_70_11001_50,50531710548,competitive
6711987_1738266493_382_11001_50,50675910692,competitive
6711408_1738688205_57_11001_50,5089758657,competitive
4860873_1737993153_103_11001_30,3084783775,competitive
6711462_1738523727_617_11001_50,50492510867,competitive
6713350_1738567241_353_11001_10,10517519531,competitive
6714388_1738560808_405_11001_10,10803325521,competitive
6711461_1738517284_11_11001_50,5086288524,custom
4860233_1737980534_14_11001_30,3064023869,competitive
4891726_1738492177_788_11001_10,10934130534,competitive
4891274_1738533914_309_11001_10,10329320666,custom
6713406_1738559397_3995_11001_10,10597720301,arcade
6711604_1738264595_815_11001_50,5058179106,competitive
4891420_1738557298_834_11001_10,10915726959,competitive
4860050_1737973028_1_11001_30,3092912645,competitive
4860225_1737974304_215_11001_30,3027904092,competitive
6711406_1738256807_172_11001_50,5029878549,competitive
4860091_1737833530_205_11001_30,3022521808,competitive
6711479_1738259045_821_11001_50,5064037918,competitive
6711582_1738261575_155_11001_50,5043047853,competitive
6711503_1738263465_413_11001_50,5022409656,competitive
6714231_1738531296_176_11001_10,10291421386,custom
6711844_1738360698_13_11001_50,5011448617,competitive
6712057_1738361437_259_11001_50,5081879311,competitive
4874434_1737834471_263_11001_30,3066182662,competitive
4892084_1738481396_242_11001_10,10193020394,competitive
4890923_1738482558_825_11001_10,10339224962,competitive
6713286_1738355567_128_11001_50,50825711196,competitive
4891453_1738489561_600_11001_10,10302318804,competitive
4859941_1737837590_73_11001_30,3055503132,competitive
6711547_1738358182_71_11001_50,5041747709,competitive
